"date"	"annee"	"mois"	"jour"	"secteur"	"horaire"	"type"	"observateurs"	"statut"	"taille"	"nombre"	"total_type_statut"	"commentaires"	"commentaires_secteur"
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Moteur"	NA	"ancre"	"45"	0	9	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Moteur"	NA	"bouee"	"8"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Moteur"	NA	"bouee"	"8_18"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Moteur"	NA	"bouee"	"18_24"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Moteur"	NA	"bouee"	"24_45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Moteur"	NA	"bouee"	"45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Moteur"	NA	"navigation"	"8"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Moteur"	NA	"navigation"	"8_18"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Moteur"	NA	"navigation"	"18_24"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Moteur"	NA	"navigation"	"24_45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Moteur"	NA	"navigation"	"45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Voilier"	NA	"ancre"	"8"	0	3	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Voilier"	NA	"ancre"	"8_18"	3	3	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Voilier"	NA	"ancre"	"18_24"	0	3	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Voilier"	NA	"ancre"	"24_45"	0	3	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Voilier"	NA	"ancre"	"45"	0	3	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Voilier"	NA	"bouee"	"8"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Voilier"	NA	"bouee"	"8_18"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Voilier"	NA	"bouee"	"18_24"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Voilier"	NA	"bouee"	"24_45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Voilier"	NA	"bouee"	"45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Voilier"	NA	"navigation"	"8"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Voilier"	NA	"navigation"	"8_18"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Voilier"	NA	"navigation"	"18_24"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Voilier"	NA	"navigation"	"24_45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Mezzanu"	17:00:00	"Voilier"	NA	"navigation"	"45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Moteur"	NA	"ancre"	"8"	0	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Moteur"	NA	"ancre"	"8_18"	0	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Moteur"	NA	"ancre"	"18_24"	0	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Moteur"	NA	"ancre"	"24_45"	0	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Moteur"	NA	"ancre"	"45"	0	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Moteur"	NA	"bouee"	"8"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Moteur"	NA	"bouee"	"8_18"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Moteur"	NA	"bouee"	"18_24"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Moteur"	NA	"bouee"	"24_45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Moteur"	NA	"bouee"	"45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Moteur"	NA	"navigation"	"8"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Moteur"	NA	"navigation"	"8_18"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Moteur"	NA	"navigation"	"18_24"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Moteur"	NA	"navigation"	"24_45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Moteur"	NA	"navigation"	"45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Voilier"	NA	"ancre"	"8"	0	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Voilier"	NA	"ancre"	"8_18"	0	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Voilier"	NA	"ancre"	"18_24"	0	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Voilier"	NA	"ancre"	"24_45"	0	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Voilier"	NA	"ancre"	"45"	0	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Voilier"	NA	"bouee"	"8"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Voilier"	NA	"bouee"	"8_18"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Voilier"	NA	"bouee"	"18_24"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Voilier"	NA	"bouee"	"24_45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Voilier"	NA	"bouee"	"45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Voilier"	NA	"navigation"	"8"	NA	1	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Voilier"	NA	"navigation"	"8_18"	NA	1	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Voilier"	NA	"navigation"	"18_24"	NA	1	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Voilier"	NA	"navigation"	"24_45"	NA	1	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	09:00:00	"Voilier"	NA	"navigation"	"45"	NA	1	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Moteur"	NA	"ancre"	"8"	8	8	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Moteur"	NA	"ancre"	"8_18"	0	8	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Moteur"	NA	"ancre"	"18_24"	0	8	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Moteur"	NA	"ancre"	"24_45"	0	8	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Moteur"	NA	"ancre"	"45"	0	8	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Moteur"	NA	"bouee"	"8"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Moteur"	NA	"bouee"	"8_18"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Moteur"	NA	"bouee"	"18_24"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Moteur"	NA	"bouee"	"24_45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Moteur"	NA	"bouee"	"45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Moteur"	NA	"navigation"	"8"	NA	1	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Moteur"	NA	"navigation"	"8_18"	NA	1	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Moteur"	NA	"navigation"	"18_24"	NA	1	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Moteur"	NA	"navigation"	"24_45"	NA	1	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Moteur"	NA	"navigation"	"45"	NA	1	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Voilier"	NA	"ancre"	"8"	0	7	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Voilier"	NA	"ancre"	"8_18"	6	7	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Voilier"	NA	"ancre"	"18_24"	0	7	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Voilier"	NA	"ancre"	"24_45"	1	7	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Voilier"	NA	"ancre"	"45"	0	7	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Voilier"	NA	"bouee"	"8"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Voilier"	NA	"bouee"	"8_18"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Voilier"	NA	"bouee"	"18_24"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Voilier"	NA	"bouee"	"24_45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Voilier"	NA	"bouee"	"45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Voilier"	NA	"navigation"	"8"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Voilier"	NA	"navigation"	"8_18"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Voilier"	NA	"navigation"	"18_24"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Voilier"	NA	"navigation"	"24_45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	12:00:00	"Voilier"	NA	"navigation"	"45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Moteur"	NA	"ancre"	"8"	12	15	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Moteur"	NA	"ancre"	"8_18"	0	15	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Moteur"	NA	"ancre"	"18_24"	2	15	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Moteur"	NA	"ancre"	"24_45"	1	15	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Moteur"	NA	"ancre"	"45"	0	15	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Moteur"	NA	"bouee"	"8"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Moteur"	NA	"bouee"	"8_18"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Moteur"	NA	"bouee"	"18_24"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Moteur"	NA	"bouee"	"24_45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Moteur"	NA	"bouee"	"45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Moteur"	NA	"navigation"	"8"	NA	2	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Moteur"	NA	"navigation"	"8_18"	NA	2	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Moteur"	NA	"navigation"	"18_24"	NA	2	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Moteur"	NA	"navigation"	"24_45"	NA	2	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Moteur"	NA	"navigation"	"45"	NA	2	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Voilier"	NA	"ancre"	"8"	0	7	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Voilier"	NA	"ancre"	"8_18"	7	7	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Voilier"	NA	"ancre"	"18_24"	0	7	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Voilier"	NA	"ancre"	"24_45"	0	7	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Voilier"	NA	"ancre"	"45"	0	7	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Voilier"	NA	"bouee"	"8"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Voilier"	NA	"bouee"	"8_18"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Voilier"	NA	"bouee"	"18_24"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Voilier"	NA	"bouee"	"24_45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Voilier"	NA	"bouee"	"45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Voilier"	NA	"navigation"	"8"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Voilier"	NA	"navigation"	"8_18"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Voilier"	NA	"navigation"	"18_24"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Voilier"	NA	"navigation"	"24_45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	15:00:00	"Voilier"	NA	"navigation"	"45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Moteur"	NA	"ancre"	"8"	8	12	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Moteur"	NA	"ancre"	"8_18"	3	12	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Moteur"	NA	"ancre"	"18_24"	1	12	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Moteur"	NA	"ancre"	"24_45"	0	12	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Moteur"	NA	"ancre"	"45"	0	12	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Moteur"	NA	"bouee"	"8"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Moteur"	NA	"bouee"	"8_18"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Moteur"	NA	"bouee"	"18_24"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Moteur"	NA	"bouee"	"24_45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Moteur"	NA	"bouee"	"45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Moteur"	NA	"navigation"	"8"	NA	2	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Moteur"	NA	"navigation"	"8_18"	NA	2	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Moteur"	NA	"navigation"	"18_24"	NA	2	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Moteur"	NA	"navigation"	"24_45"	NA	2	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Moteur"	NA	"navigation"	"45"	NA	2	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Voilier"	NA	"ancre"	"8"	0	7	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Voilier"	NA	"ancre"	"8_18"	7	7	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Voilier"	NA	"ancre"	"18_24"	0	7	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Voilier"	NA	"ancre"	"24_45"	0	7	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Voilier"	NA	"ancre"	"45"	0	7	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Voilier"	NA	"bouee"	"8"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Voilier"	NA	"bouee"	"8_18"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Voilier"	NA	"bouee"	"18_24"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Voilier"	NA	"bouee"	"24_45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Voilier"	NA	"bouee"	"45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Voilier"	NA	"navigation"	"8"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Voilier"	NA	"navigation"	"8_18"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Voilier"	NA	"navigation"	"18_24"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Voilier"	NA	"navigation"	"24_45"	NA	0	NA	NA
2021-06-16	2021	"juin"	16	"Saleccia"	17:00:00	"Voilier"	NA	"navigation"	"45"	NA	0	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Moteur"	NA	"ancre"	"8"	8	18	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Moteur"	NA	"ancre"	"8_18"	10	18	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Moteur"	NA	"ancre"	"18_24"	0	18	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Moteur"	NA	"ancre"	"24_45"	0	18	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Moteur"	NA	"ancre"	"45"	0	18	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Moteur"	NA	"bouee"	"8"	NA	0	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Moteur"	NA	"bouee"	"8_18"	NA	0	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Moteur"	NA	"bouee"	"18_24"	NA	0	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Moteur"	NA	"bouee"	"24_45"	NA	0	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Moteur"	NA	"bouee"	"45"	NA	0	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Moteur"	NA	"navigation"	"8"	NA	21	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Moteur"	NA	"navigation"	"8_18"	NA	21	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Moteur"	NA	"navigation"	"18_24"	NA	21	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Moteur"	NA	"navigation"	"24_45"	NA	21	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Moteur"	NA	"navigation"	"45"	NA	21	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Voilier"	NA	"ancre"	"8"	0	7	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Voilier"	NA	"ancre"	"8_18"	7	7	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Voilier"	NA	"ancre"	"18_24"	0	7	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Voilier"	NA	"ancre"	"24_45"	0	7	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Voilier"	NA	"ancre"	"45"	0	7	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Voilier"	NA	"bouee"	"8"	NA	0	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Voilier"	NA	"bouee"	"8_18"	NA	0	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Voilier"	NA	"bouee"	"18_24"	NA	0	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Voilier"	NA	"bouee"	"24_45"	NA	0	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Voilier"	NA	"bouee"	"45"	NA	0	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Voilier"	NA	"navigation"	"8"	NA	5	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Voilier"	NA	"navigation"	"8_18"	NA	5	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Voilier"	NA	"navigation"	"18_24"	NA	5	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Voilier"	NA	"navigation"	"24_45"	NA	5	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	09:00:00	"Voilier"	NA	"navigation"	"45"	NA	5	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Moteur"	NA	"ancre"	"8"	14	28	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Moteur"	NA	"ancre"	"8_18"	13	28	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Moteur"	NA	"ancre"	"18_24"	1	28	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Moteur"	NA	"ancre"	"24_45"	0	28	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Moteur"	NA	"ancre"	"45"	0	28	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Moteur"	NA	"bouee"	"8"	NA	0	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Moteur"	NA	"bouee"	"8_18"	NA	0	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Moteur"	NA	"bouee"	"18_24"	NA	0	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Moteur"	NA	"bouee"	"24_45"	NA	0	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Moteur"	NA	"bouee"	"45"	NA	0	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Moteur"	NA	"navigation"	"8"	NA	7	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Moteur"	NA	"navigation"	"8_18"	NA	7	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Moteur"	NA	"navigation"	"18_24"	NA	7	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Moteur"	NA	"navigation"	"24_45"	NA	7	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Moteur"	NA	"navigation"	"45"	NA	7	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Voilier"	NA	"ancre"	"8"	0	3	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Voilier"	NA	"ancre"	"8_18"	3	3	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Voilier"	NA	"ancre"	"18_24"	0	3	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Voilier"	NA	"ancre"	"24_45"	0	3	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Voilier"	NA	"ancre"	"45"	0	3	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Voilier"	NA	"bouee"	"8"	NA	0	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Voilier"	NA	"bouee"	"8_18"	NA	0	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Voilier"	NA	"bouee"	"18_24"	NA	0	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Voilier"	NA	"bouee"	"24_45"	NA	0	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Voilier"	NA	"bouee"	"45"	NA	0	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Voilier"	NA	"navigation"	"8"	NA	2	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Voilier"	NA	"navigation"	"8_18"	NA	2	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Voilier"	NA	"navigation"	"18_24"	NA	2	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Voilier"	NA	"navigation"	"24_45"	NA	2	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	12:00:00	"Voilier"	NA	"navigation"	"45"	NA	2	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	15:00:00	"Moteur"	NA	"ancre"	"8"	NA	NA	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	15:00:00	"Moteur"	NA	"ancre"	"8_18"	NA	NA	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	15:00:00	"Moteur"	NA	"ancre"	"18_24"	NA	NA	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	15:00:00	"Moteur"	NA	"ancre"	"24_45"	NA	NA	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	15:00:00	"Moteur"	NA	"ancre"	"45"	NA	NA	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	15:00:00	"Moteur"	NA	"bouee"	"8"	NA	NA	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	15:00:00	"Moteur"	NA	"bouee"	"8_18"	NA	NA	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	15:00:00	"Moteur"	NA	"bouee"	"18_24"	NA	NA	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	15:00:00	"Moteur"	NA	"bouee"	"24_45"	NA	NA	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	15:00:00	"Moteur"	NA	"bouee"	"45"	NA	NA	NA	NA
2021-07-28	2021	"juillet"	28	"Fiume Santu"	15:00:00	"Moteur"	NA	"navigation"	"8"	NA	NA	NA	NA
