"date","annee","mois","secteur","horaire","type","statut","taille","nombre","total_type_statut","commentaires"
2022-06-21,2022,"juin","Saleccia",12:00:00,"Moteur","bouee","L>45",NA,0,NA
2022-06-21,2022,"juin","Saleccia",12:00:00,"Moteur","navigation","L<8",NA,5,NA
2022-06-21,2022,"juin","Saleccia",12:00:00,"Moteur","navigation","8<L<18",NA,5,NA
2022-06-21,2022,"juin","Saleccia",12:00:00,"Moteur","navigation","18<L<24",NA,5,NA
2022-06-21,2022,"juin","Saleccia",12:00:00,"Moteur","navigation","24<L<45",NA,5,NA
2022-06-21,2022,"juin","Saleccia",12:00:00,"Moteur","navigation","L>45",NA,5,NA
2022-06-21,2022,"juin","Saleccia",12:00:00,"Voilier","ancre","L<8",0,10,NA
2022-06-21,2022,"juin","Saleccia",12:00:00,"Voilier","ancre","8<L<18",10,10,NA
2022-06-21,2022,"juin","Saleccia",12:00:00,"Voilier","ancre","18<L<24",0,10,NA
2022-06-21,2022,"juin","Saleccia",12:00:00,"Voilier","ancre","24<L<45",0,10,NA
2022-06-21,2022,"juin","Saleccia",12:00:00,"Voilier","ancre","L>45",0,10,NA
2022-06-21,2022,"juin","Saleccia",12:00:00,"Voilier","bouee","L<8",NA,0,NA
2022-06-21,2022,"juin","Saleccia",12:00:00,"Voilier","bouee","8<L<18",NA,0,NA
2022-06-21,2022,"juin","Saleccia",12:00:00,"Voilier","bouee","18<L<24",NA,0,NA
2022-06-21,2022,"juin","Saleccia",12:00:00,"Voilier","bouee","24<L<45",NA,0,NA
2022-06-21,2022,"juin","Saleccia",12:00:00,"Voilier","bouee","L>45",NA,0,NA
2022-06-21,2022,"juin","Saleccia",12:00:00,"Voilier","navigation","L<8",NA,3,NA
2022-06-21,2022,"juin","Saleccia",12:00:00,"Voilier","navigation","8<L<18",NA,3,NA
2022-06-21,2022,"juin","Saleccia",12:00:00,"Voilier","navigation","18<L<24",NA,3,NA
2022-06-21,2022,"juin","Saleccia",12:00:00,"Voilier","navigation","24<L<45",NA,3,NA
2022-06-21,2022,"juin","Saleccia",12:00:00,"Voilier","navigation","L>45",NA,3,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Moteur","ancre","L<8",16,25,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Moteur","ancre","8<L<18",3,25,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Moteur","ancre","18<L<24",4,25,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Moteur","ancre","24<L<45",2,25,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Moteur","ancre","L>45",0,25,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Moteur","bouee","L<8",NA,0,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Moteur","bouee","8<L<18",NA,0,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Moteur","bouee","18<L<24",NA,0,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Moteur","bouee","24<L<45",NA,0,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Moteur","bouee","L>45",NA,0,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Moteur","navigation","L<8",NA,0,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Moteur","navigation","8<L<18",NA,0,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Moteur","navigation","18<L<24",NA,0,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Moteur","navigation","24<L<45",NA,0,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Moteur","navigation","L>45",NA,0,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Voilier","ancre","L<8",0,14,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Voilier","ancre","8<L<18",12,14,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Voilier","ancre","18<L<24",2,14,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Voilier","ancre","24<L<45",0,14,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Voilier","ancre","L>45",0,14,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Voilier","bouee","L<8",NA,0,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Voilier","bouee","8<L<18",NA,0,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Voilier","bouee","18<L<24",NA,0,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Voilier","bouee","24<L<45",NA,0,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Voilier","bouee","L>45",NA,0,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Voilier","navigation","L<8",NA,0,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Voilier","navigation","8<L<18",NA,0,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Voilier","navigation","18<L<24",NA,0,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Voilier","navigation","24<L<45",NA,0,NA
2022-06-21,2022,"juin","Saleccia",15:00:00,"Voilier","navigation","L>45",NA,0,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Moteur","ancre","L<8",5,10,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Moteur","ancre","8<L<18",4,10,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Moteur","ancre","18<L<24",0,10,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Moteur","ancre","24<L<45",1,10,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Moteur","ancre","L>45",0,10,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Moteur","bouee","L<8",NA,0,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Moteur","bouee","8<L<18",NA,0,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Moteur","bouee","18<L<24",NA,0,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Moteur","bouee","24<L<45",NA,0,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Moteur","bouee","L>45",NA,0,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Moteur","navigation","L<8",NA,2,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Moteur","navigation","8<L<18",NA,2,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Moteur","navigation","18<L<24",NA,2,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Moteur","navigation","24<L<45",NA,2,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Moteur","navigation","L>45",NA,2,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Voilier","ancre","L<8",0,11,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Voilier","ancre","8<L<18",10,11,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Voilier","ancre","18<L<24",0,11,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Voilier","ancre","24<L<45",1,11,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Voilier","ancre","L>45",0,11,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Voilier","bouee","L<8",NA,0,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Voilier","bouee","8<L<18",NA,0,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Voilier","bouee","18<L<24",NA,0,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Voilier","bouee","24<L<45",NA,0,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Voilier","bouee","L>45",NA,0,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Voilier","navigation","L<8",NA,0,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Voilier","navigation","8<L<18",NA,0,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Voilier","navigation","18<L<24",NA,0,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Voilier","navigation","24<L<45",NA,0,NA
2022-06-21,2022,"juin","Saleccia",17:00:00,"Voilier","navigation","L>45",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Moteur","ancre","L<8",4,7,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Moteur","ancre","8<L<18",3,7,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Moteur","ancre","18<L<24",0,7,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Moteur","ancre","24<L<45",0,7,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Moteur","ancre","L>45",0,7,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Moteur","bouee","L<8",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Moteur","bouee","8<L<18",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Moteur","bouee","18<L<24",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Moteur","bouee","24<L<45",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Moteur","bouee","L>45",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Moteur","navigation","L<8",NA,8,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Moteur","navigation","8<L<18",NA,8,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Moteur","navigation","18<L<24",NA,8,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Moteur","navigation","24<L<45",NA,8,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Moteur","navigation","L>45",NA,8,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Voilier","ancre","L<8",0,5,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Voilier","ancre","8<L<18",5,5,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Voilier","ancre","18<L<24",0,5,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Voilier","ancre","24<L<45",0,5,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Voilier","ancre","L>45",0,5,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Voilier","bouee","L<8",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Voilier","bouee","8<L<18",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Voilier","bouee","18<L<24",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Voilier","bouee","24<L<45",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Voilier","bouee","L>45",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Voilier","navigation","L<8",NA,7,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Voilier","navigation","8<L<18",NA,7,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Voilier","navigation","18<L<24",NA,7,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Voilier","navigation","24<L<45",NA,7,NA
2022-07-28,2022,"juillet","Fiume Santu",09:00:00,"Voilier","navigation","L>45",NA,7,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Moteur","ancre","L<8",15,21,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Moteur","ancre","8<L<18",6,21,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Moteur","ancre","18<L<24",0,21,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Moteur","ancre","24<L<45",0,21,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Moteur","ancre","L>45",0,21,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Moteur","bouee","L<8",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Moteur","bouee","8<L<18",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Moteur","bouee","18<L<24",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Moteur","bouee","24<L<45",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Moteur","bouee","L>45",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Moteur","navigation","L<8",NA,14,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Moteur","navigation","8<L<18",NA,14,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Moteur","navigation","18<L<24",NA,14,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Moteur","navigation","24<L<45",NA,14,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Moteur","navigation","L>45",NA,14,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Voilier","ancre","L<8",0,3,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Voilier","ancre","8<L<18",3,3,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Voilier","ancre","18<L<24",0,3,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Voilier","ancre","24<L<45",0,3,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Voilier","ancre","L>45",0,3,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Voilier","bouee","L<8",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Voilier","bouee","8<L<18",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Voilier","bouee","18<L<24",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Voilier","bouee","24<L<45",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Voilier","bouee","L>45",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Voilier","navigation","L<8",NA,2,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Voilier","navigation","8<L<18",NA,2,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Voilier","navigation","18<L<24",NA,2,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Voilier","navigation","24<L<45",NA,2,NA
2022-07-28,2022,"juillet","Fiume Santu",12:00:00,"Voilier","navigation","L>45",NA,2,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Moteur","ancre","L<8",0,0,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Moteur","ancre","8<L<18",0,0,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Moteur","ancre","18<L<24",0,0,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Moteur","ancre","24<L<45",0,0,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Moteur","ancre","L>45",0,0,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Moteur","bouee","L<8",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Moteur","bouee","8<L<18",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Moteur","bouee","18<L<24",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Moteur","bouee","24<L<45",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Moteur","bouee","L>45",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Moteur","navigation","L<8",NA,8,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Moteur","navigation","8<L<18",NA,8,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Moteur","navigation","18<L<24",NA,8,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Moteur","navigation","24<L<45",NA,8,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Moteur","navigation","L>45",NA,8,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Voilier","ancre","L<8",0,0,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Voilier","ancre","8<L<18",0,0,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Voilier","ancre","18<L<24",0,0,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Voilier","ancre","24<L<45",0,0,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Voilier","ancre","L>45",0,0,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Voilier","bouee","L<8",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Voilier","bouee","8<L<18",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Voilier","bouee","18<L<24",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Voilier","bouee","24<L<45",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Voilier","bouee","L>45",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Voilier","navigation","L<8",NA,2,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Voilier","navigation","8<L<18",NA,2,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Voilier","navigation","18<L<24",NA,2,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Voilier","navigation","24<L<45",NA,2,NA
2022-07-28,2022,"juillet","Fiume Santu",15:00:00,"Voilier","navigation","L>45",NA,2,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Moteur","ancre","L<8",24,44,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Moteur","ancre","8<L<18",20,44,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Moteur","ancre","18<L<24",0,44,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Moteur","ancre","24<L<45",0,44,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Moteur","ancre","L>45",0,44,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Moteur","bouee","L<8",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Moteur","bouee","8<L<18",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Moteur","bouee","18<L<24",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Moteur","bouee","24<L<45",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Moteur","bouee","L>45",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Moteur","navigation","L<8",NA,4,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Moteur","navigation","8<L<18",NA,4,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Moteur","navigation","18<L<24",NA,4,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Moteur","navigation","24<L<45",NA,4,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Moteur","navigation","L>45",NA,4,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Voilier","ancre","L<8",0,5,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Voilier","ancre","8<L<18",5,5,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Voilier","ancre","18<L<24",0,5,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Voilier","ancre","24<L<45",0,5,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Voilier","ancre","L>45",0,5,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Voilier","bouee","L<8",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Voilier","bouee","8<L<18",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Voilier","bouee","18<L<24",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Voilier","bouee","24<L<45",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Voilier","bouee","L>45",NA,0,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Voilier","navigation","L<8",NA,5,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Voilier","navigation","8<L<18",NA,5,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Voilier","navigation","18<L<24",NA,5,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Voilier","navigation","24<L<45",NA,5,NA
2022-07-28,2022,"juillet","Fiume Santu",17:00:00,"Voilier","navigation","L>45",NA,5,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Moteur","ancre","L<8",0,0,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Moteur","ancre","8<L<18",0,0,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Moteur","ancre","18<L<24",0,0,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Moteur","ancre","24<L<45",0,0,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Moteur","ancre","L>45",0,0,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Moteur","bouee","L<8",NA,0,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Moteur","bouee","8<L<18",NA,0,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Moteur","bouee","18<L<24",NA,0,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Moteur","bouee","24<L<45",NA,0,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Moteur","bouee","L>45",NA,0,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Moteur","navigation","L<8",NA,6,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Moteur","navigation","8<L<18",NA,6,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Moteur","navigation","18<L<24",NA,6,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Moteur","navigation","24<L<45",NA,6,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Moteur","navigation","L>45",NA,6,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Voilier","ancre","L<8",0,4,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Voilier","ancre","8<L<18",4,4,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Voilier","ancre","18<L<24",0,4,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Voilier","ancre","24<L<45",0,4,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Voilier","ancre","L>45",0,4,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Voilier","bouee","L<8",NA,0,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Voilier","bouee","8<L<18",NA,0,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Voilier","bouee","18<L<24",NA,0,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Voilier","bouee","24<L<45",NA,0,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Voilier","bouee","L>45",NA,0,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Voilier","navigation","L<8",NA,2,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Voilier","navigation","8<L<18",NA,2,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Voilier","navigation","18<L<24",NA,2,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Voilier","navigation","24<L<45",NA,2,NA
2022-07-28,2022,"juillet","Lotu",09:00:00,"Voilier","navigation","L>45",NA,2,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Moteur","ancre","L<8",9,10,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Moteur","ancre","8<L<18",1,10,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Moteur","ancre","18<L<24",0,10,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Moteur","ancre","24<L<45",0,10,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Moteur","ancre","L>45",0,10,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Moteur","bouee","L<8",NA,0,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Moteur","bouee","8<L<18",NA,0,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Moteur","bouee","18<L<24",NA,0,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Moteur","bouee","24<L<45",NA,0,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Moteur","bouee","L>45",NA,0,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Moteur","navigation","L<8",NA,6,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Moteur","navigation","8<L<18",NA,6,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Moteur","navigation","18<L<24",NA,6,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Moteur","navigation","24<L<45",NA,6,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Moteur","navigation","L>45",NA,6,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Voilier","ancre","L<8",0,4,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Voilier","ancre","8<L<18",3,4,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Voilier","ancre","18<L<24",1,4,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Voilier","ancre","24<L<45",0,4,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Voilier","ancre","L>45",0,4,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Voilier","bouee","L<8",NA,0,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Voilier","bouee","8<L<18",NA,0,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Voilier","bouee","18<L<24",NA,0,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Voilier","bouee","24<L<45",NA,0,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Voilier","bouee","L>45",NA,0,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Voilier","navigation","L<8",NA,3,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Voilier","navigation","8<L<18",NA,3,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Voilier","navigation","18<L<24",NA,3,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Voilier","navigation","24<L<45",NA,3,NA
2022-07-28,2022,"juillet","Lotu",12:00:00,"Voilier","navigation","L>45",NA,3,NA
2022-07-28,2022,"juillet","Lotu",15:00:00,"Moteur","ancre","L<8",0,0,NA
2022-07-28,2022,"juillet","Lotu",15:00:00,"Moteur","ancre","8<L<18",0,0,NA
2022-07-28,2022,"juillet","Lotu",15:00:00,"Moteur","ancre","18<L<24",0,0,NA
2022-07-28,2022,"juillet","Lotu",15:00:00,"Moteur","ancre","24<L<45",0,0,NA
2022-07-28,2022,"juillet","Lotu",15:00:00,"Moteur","ancre","L>45",0,0,NA
2022-07-28,2022,"juillet","Lotu",15:00:00,"Moteur","bouee","L<8",NA,0,NA
2022-07-28,2022,"juillet","Lotu",15:00:00,"Moteur","bouee","8<L<18",NA,0,NA
2022-07-28,2022,"juillet","Lotu",15:00:00,"Moteur","bouee","18<L<24",NA,0,NA
2022-07-28,2022,"juillet","Lotu",15:00:00,"Moteur","bouee","24<L<45",NA,0,NA
2022-07-28,2022,"juillet","Lotu",15:00:00,"Moteur","bouee","L>45",NA,0,NA
2022-07-28,2022,"juillet","Lotu",15:00:00,"Moteur","navigation","L<8",NA,5,NA
2022-07-28,2022,"juillet","Lotu",15:00:00,"Moteur","navigation","8<L<18",NA,5,NA
2022-07-28,2022,"juillet","Lotu",15:00:00,"Moteur","navigation","18<L<24",NA,5,NA
2022-07-28,2022,"juillet","Lotu",15:00:00,"Moteur","navigation","24<L<45",NA,5,NA
2022-07-28,2022,"juillet","Lotu",15:00:00,"Moteur","navigation","L>45",NA,5,NA
2022-07-28,2022,"juillet","Lotu",15:00:00,"Voilier","ancre","L<8",0,0,NA
2022-07-28,2022,"juillet","Lotu",15:00:00,"Voilier","ancre","8<L<18",0,0,NA
