"date";"annee";"mois";"jour";"secteur";"horaire";"societes";"nombre_arrivees";"nombre_de_personnes";"ponton";"chenal";"observateurs";"commentaires";"commentaires_secteur"
2021-06-16;2021;"juin";16;"Lotu";09:00:00;"Jet ski";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";09:00:00;"Kayak";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";09:00:00;"Paddle";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";09:00:00;"Autres activites";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";10:00:00;"U Saleccia";1;66;1;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";10:00:00;"Taxi beach";1;5;1;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";10:00:00;"Taxi boat (popeye/saleccia)";1;4;0;1;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";10:00:00;"Taxi plage";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";10:00:00;"Mare e Stagnu";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";10:00:00;"Quadrimarant";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";10:00:00;"Speed boat";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";10:00:00;"Autres societes";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";10:00:00;"Particuliers";2;8;1;1;NA;"Tentative d'accostage au ponton / Interpelle, redirige vers chenal";NA
2021-06-16;2021;"juin";16;"Lotu";10:00:00;"Jet ski";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";10:00:00;"Kayak";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";10:00:00;"Paddle";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";10:00:00;"Autres activites";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";11:00:00;"U Saleccia";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";11:00:00;"Taxi beach";1;3;1;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";11:00:00;"Taxi boat (popeye/saleccia)";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";11:00:00;"Taxi plage";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";11:00:00;"Mare e Stagnu";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";11:00:00;"Quadrimarant";1;12;1;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";11:00:00;"Speed boat";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";11:00:00;"Autres societes";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";11:00:00;"Particuliers";1;3;1;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";11:00:00;"Jet ski";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";11:00:00;"Kayak";1;1;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";11:00:00;"Paddle";1;1;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";11:00:00;"Autres activites";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";12:00:00;"U Saleccia";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";12:00:00;"Taxi beach";1;11;1;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";12:00:00;"Taxi boat (popeye/saleccia)";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";12:00:00;"Taxi plage";1;4;1;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";12:00:00;"Mare e Stagnu";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";12:00:00;"Quadrimarant";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";12:00:00;"Speed boat";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";12:00:00;"Autres societes";1;4;1;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";12:00:00;"Particuliers";1;4;1;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";12:00:00;"Jet ski";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";12:00:00;"Kayak";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";12:00:00;"Paddle";1;1;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";12:00:00;"Autres activites";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";13:00:00;"U Saleccia";1;47;1;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";13:00:00;"Taxi beach";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";13:00:00;"Taxi boat (popeye/saleccia)";1;2;1;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";13:00:00;"Taxi plage";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";13:00:00;"Mare e Stagnu";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";13:00:00;"Quadrimarant";1;4;0;1;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";13:00:00;"Speed boat";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";13:00:00;"Autres societes";1;10;1;0;NA;"Nouvelle societe ? GEMO Ne sait pas s'amarrer";NA
2021-06-16;2021;"juin";16;"Lotu";13:00:00;"Particuliers";2;5;2;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";13:00:00;"Jet ski";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";13:00:00;"Kayak";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";13:00:00;"Paddle";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";13:00:00;"Autres activites";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";14:00:00;"U Saleccia";1;19;1;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";14:00:00;"Taxi beach";1;5;1;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";14:00:00;"Taxi boat (popeye/saleccia)";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";14:00:00;"Taxi plage";1;2;1;0;NA;"Recommence a reutiliser le ponton";NA
2021-06-16;2021;"juin";16;"Lotu";14:00:00;"Mare e Stagnu";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";14:00:00;"Quadrimarant";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";14:00:00;"Speed boat";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";14:00:00;"Autres societes";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";14:00:00;"Particuliers";1;10;1;0;NA;"Santa Manza BIF47117  (Le loueur autorise les plaisanciers a se fixer sur le ponton)";NA
2021-06-16;2021;"juin";16;"Lotu";14:00:00;"Jet ski";1;3;0;0;NA;"2 jets en meme temps avec :  2 passagers sur 1 jet 1 passager sur 1 jet";NA
2021-06-16;2021;"juin";16;"Lotu";14:00:00;"Kayak";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";14:00:00;"Paddle";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";14:00:00;"Autres activites";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";15:00:00;"U Saleccia";1;14;1;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";15:00:00;"Taxi beach";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";15:00:00;"Taxi boat (popeye/saleccia)";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";15:00:00;"Taxi plage";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";15:00:00;"Mare e Stagnu";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";15:00:00;"Quadrimarant";1;6;0;1;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";15:00:00;"Speed boat";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";15:00:00;"Autres societes";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";15:00:00;"Particuliers";1;3;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";15:00:00;"Jet ski";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";15:00:00;"Kayak";1;2;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";15:00:00;"Paddle";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";15:00:00;"Autres activites";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"U Saleccia";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"Taxi beach";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"Taxi boat (popeye/saleccia)";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"Taxi plage";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"Mare e Stagnu";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"Quadrimarant";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"Speed boat";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"Autres societes";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"Particuliers";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"Jet ski";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"Kayak";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"Paddle";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"Autres activites";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"U Saleccia";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"Taxi beach";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"Taxi boat (popeye/saleccia)";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"Taxi plage";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"Mare e Stagnu";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"Quadrimarant";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"Speed boat";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"Autres societes";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"Particuliers";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"Jet ski";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"Kayak";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"Paddle";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Lotu";16:00:00;"Autres activites";0;0;0;0;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";09:00:00;"Taxi beach";2;21;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";09:00:00;"Taxi boat (popeye/saleccia)";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";09:00:00;"Taxi plage";1;5;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";09:00:00;"Mare e Stagnu";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";09:00:00;"Quadrimarant";1;6;NA;NA;NA;"06.37.90.26.57.";NA
2021-06-16;2021;"juin";16;"Saleccia";09:00:00;"Speed boat";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";09:00:00;"Autres societes";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";09:00:00;"Particuliers";1;NA;NA;NA;NA;"1 bateau ancre (Moteur)";NA
2021-06-16;2021;"juin";16;"Saleccia";09:00:00;"Jet ski";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";09:00:00;"Kayak";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";09:00:00;"Paddle";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";09:00:00;"Autres activites";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";10:00:00;"Taxi beach";1;10;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";10:00:00;"Taxi boat (popeye/saleccia)";2;24;NA;NA;NA;"Arrivee de 2 bateaux de cette societe en meme temps avec 12 passagers / bateau";NA
2021-06-16;2021;"juin";16;"Saleccia";10:00:00;"Taxi plage";1;13;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";10:00:00;"Mare e Stagnu";1;6;NA;NA;NA;"Bateau vert (vert palmier xD)";NA
2021-06-16;2021;"juin";16;"Saleccia";10:00:00;"Quadrimarant";1;11;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";10:00:00;"Speed boat";1;6;NA;NA;NA;"Malfalcu";NA
2021-06-16;2021;"juin";16;"Saleccia";10:00:00;"Autres societes";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";10:00:00;"Particuliers";4;18;NA;NA;NA;"Tous les bateaux sont a moteur, le premier est ancre (4 personnes)";NA
2021-06-16;2021;"juin";16;"Saleccia";10:00:00;"Jet ski";2;2;NA;NA;NA;"Arrivee de 2 jet skis avec 1 personne / jet";NA
2021-06-16;2021;"juin";16;"Saleccia";10:00:00;"Kayak";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";10:00:00;"Paddle";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";10:00:00;"Autres activites";1;10;NA;NA;NA;"Equitation baignade";NA
2021-06-16;2021;"juin";16;"Saleccia";11:00:00;"Taxi beach";1;10;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";11:00:00;"Taxi boat (popeye/saleccia)";2;23;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";11:00:00;"Taxi plage";1;13;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";11:00:00;"Mare e Stagnu";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";11:00:00;"Quadrimarant";1;4;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";11:00:00;"Speed boat";1;12;NA;NA;NA;"Malfalcu : Bateau Jaune et noir";NA
2021-06-16;2021;"juin";16;"Saleccia";11:00:00;"Autres societes";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";11:00:00;"Particuliers";1;2;NA;NA;NA;"Bateau a moteur";NA
2021-06-16;2021;"juin";16;"Saleccia";11:00:00;"Jet ski";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";11:00:00;"Kayak";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";11:00:00;"Paddle";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";11:00:00;"Autres activites";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";12:00:00;"Taxi beach";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";12:00:00;"Taxi boat (popeye/saleccia)";2;14;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";12:00:00;"Taxi plage";1;9;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";12:00:00;"Mare e Stagnu";1;12;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";12:00:00;"Quadrimarant";1;10;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";12:00:00;"Speed boat";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";12:00:00;"Autres societes";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";12:00:00;"Particuliers";1;NA;NA;NA;NA;"Voilier";NA
2021-06-16;2021;"juin";16;"Saleccia";12:00:00;"Jet ski";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";12:00:00;"Kayak";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";12:00:00;"Paddle";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";12:00:00;"Autres activites";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";13:00:00;"Taxi beach";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";13:00:00;"Taxi boat (popeye/saleccia)";2;15;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";13:00:00;"Taxi plage";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";13:00:00;"Mare e Stagnu";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";13:00:00;"Quadrimarant";1;8;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";13:00:00;"Speed boat";1;4;NA;NA;NA;"Malfalcu";NA
2021-06-16;2021;"juin";16;"Saleccia";13:00:00;"Autres societes";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";13:00:00;"Particuliers";3;NA;NA;NA;NA;"Tous les bateaux sont a moteur, le dernier est habitable";NA
2021-06-16;2021;"juin";16;"Saleccia";13:00:00;"Jet ski";1;2;NA;NA;NA;"1 jet ski avec 2 personnes";NA
2021-06-16;2021;"juin";16;"Saleccia";13:00:00;"Kayak";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";13:00:00;"Paddle";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";13:00:00;"Autres activites";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";14:00:00;"Taxi beach";1;10;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";14:00:00;"Taxi boat (popeye/saleccia)";1;10;NA;NA;NA;"Le premier (14h16) est arrive vide";NA
2021-06-16;2021;"juin";16;"Saleccia";14:00:00;"Taxi plage";1;6;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";14:00:00;"Mare e Stagnu";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";14:00:00;"Quadrimarant";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";14:00:00;"Speed boat";0;0;NA;NA;NA;"Le Malfalcu est reste ancre depuis 13h40";NA
2021-06-16;2021;"juin";16;"Saleccia";14:00:00;"Autres societes";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";14:00:00;"Particuliers";3;10;NA;NA;NA;"Tous les bateaux sont a moteur";NA
2021-06-16;2021;"juin";16;"Saleccia";14:00:00;"Jet ski";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";14:00:00;"Kayak";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";14:00:00;"Paddle";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";14:00:00;"Autres activites";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";15:00:00;"Taxi beach";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";15:00:00;"Taxi boat (popeye/saleccia)";1;2;NA;NA;NA;"Le second bateau est arrive vide";NA
2021-06-16;2021;"juin";16;"Saleccia";15:00:00;"Taxi plage";1;5;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";15:00:00;"Mare e Stagnu";1;0;NA;NA;NA;"Le bateau est arrive vide";NA
2021-06-16;2021;"juin";16;"Saleccia";15:00:00;"Quadrimarant";1;4;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";15:00:00;"Speed boat";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";15:00:00;"Autres societes";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";15:00:00;"Particuliers";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";15:00:00;"Jet ski";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";15:00:00;"Kayak";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";15:00:00;"Paddle";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";15:00:00;"Autres activites";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";16:00:00;"Taxi beach";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";16:00:00;"Taxi boat (popeye/saleccia)";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";16:00:00;"Taxi plage";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";16:00:00;"Mare e Stagnu";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";16:00:00;"Quadrimarant";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";16:00:00;"Speed boat";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";16:00:00;"Autres societes";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";16:00:00;"Particuliers";3;12;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";16:00:00;"Jet ski";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";16:00:00;"Kayak";1;0;NA;NA;NA;"1 kayak gonflable beache";NA
2021-06-16;2021;"juin";16;"Saleccia";16:00:00;"Paddle";0;0;NA;NA;NA;NA;NA
2021-06-16;2021;"juin";16;"Saleccia";16:00:00;"Autres activites";0;0;NA;NA;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";09:00:00;"U Saleccia";1;170;1;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";09:00:00;"Taxi beach";1;13;0;1;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";09:00:00;"Taxi boat (popeye/saleccia)";0;0;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";09:00:00;"Taxi plage";1;7;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";09:00:00;"Mare e Stagnu";0;0;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";09:00:00;"Quadrimarant";1;6;0;1;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";09:00:00;"Speed boat";0;0;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";09:00:00;"Autres societes";0;0;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";09:00:00;"Particuliers";0;0;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";09:00:00;"Jet ski";1;2;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";09:00:00;"Kayak";1;2;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";09:00:00;"Paddle";3;3;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";09:00:00;"Autres activites";0;0;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";10:00:00;"U Saleccia";2;257;1;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";10:00:00;"Taxi beach";1;10;0;1;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";10:00:00;"Taxi boat (popeye/saleccia)";0;0;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";10:00:00;"Taxi plage";2;9;0;1;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";10:00:00;"Mare e Stagnu";0;0;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";10:00:00;"Quadrimarant";0;0;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";10:00:00;"Speed boat";0;0;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";10:00:00;"Autres societes";0;0;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";10:00:00;"Particuliers";2;5;0;1;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";10:00:00;"Jet ski";1;2;0;1;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";10:00:00;"Kayak";3;4;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";10:00:00;"Paddle";0;0;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";10:00:00;"Autres activites";0;0;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";11:00:00;"U Saleccia";1;195;1;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";11:00:00;"Taxi beach";2;16;0;1;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";11:00:00;"Taxi boat (popeye/saleccia)";2;8;1;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";11:00:00;"Taxi plage";1;2;0;1;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";11:00:00;"Mare e Stagnu";0;0;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";11:00:00;"Quadrimarant";0;0;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";11:00:00;"Speed boat";0;0;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";11:00:00;"Autres societes";0;0;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";11:00:00;"Particuliers";2;9;1;1;NA;"1  au ponton, 1 au chenal";NA
2021-07-28;2021;"juillet";28;"Lotu";11:00:00;"Jet ski";2;3;0;1;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";11:00:00;"Kayak";0;0;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";11:00:00;"Paddle";0;0;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";11:00:00;"Autres activites";0;0;0;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";12:00:00;"U Saleccia";1;144;1;0;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";12:00:00;"Taxi beach";2;9;0;1;NA;NA;NA
2021-07-28;2021;"juillet";28;"Lotu";12:00:00;"Taxi boat (popeye/saleccia)";0;0;0;0;NA;NA;NA
